Product Code,Product Label,"UAE export to vietnam Value in 2022, USD thousands","annual growth export from uae to vietnam in value between 2018-2022, %, p.a","vietnam Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"import Value vietnam from world in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from world to vietnam in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from UAE to world  in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids . . .", , , ,0, , , ,,202,-52,0,6,Tons,"33,667", , , ,350,Tons,"24,137",
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin ""INN"" . . .", , , , , , , ,,608,8,3,18, ,"33,778", , , , , , ,
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic . . ., , , ,0, , , ,,"17,438",15,0,"1,111",Tons,"15,696","7,490",-1,0,0,Tons, ,
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, . . .", , , ,3, , , ,,"83,909",8,2,"1,254",No quantity,"66,913","1,656",-22,0,0,No quantity, ,"1,439"
300420,"Medicaments containing antibiotics, put up in measured doses ""incl. those for transdermal administration"" . . .", , , ,3, , , ,,"181,593",-5,1,"6,892",No quantity,"26,348","10,803",1,0,0,No quantity, ,"1,863"
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses ""incl. those for . . .", , , ,0, , , ,,"12,050",23,0,147,No quantity,"81,973",150,-48,0,61,No quantity,"637,574",168
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues but . . .", , , ,2, , , ,,"52,488",-4,1,762,No quantity,"68,882","1,395",-7,0,408,No quantity,"211,711",103
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in . . .", , , ,0, , , ,,"244,080",40,1,0,No quantity, ,"2,628",-20,0,625,No quantity,"126,870",138
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones . . .", , , ,0, , , ,,"2,119",17,4,33, ,"64,212",4,-48,0,3, ,"39,667",
300442,"Medicaments containing pseudoephedrine ""INN"" or its salts, not containing hormones, steroids . . .", , , ,0, , , ,,1,18,0,0,No quantity, ,1,-71,0,183,No quantity,"14,393",
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids . . .", , , ,3, , , ,,"61,290",19,1,529,Tons,"115,860","2,602",-43,0,598,Tons,"77,592",
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof . . .", , , ,0, , , ,,"94,305",12,2,"4,925",No quantity,"19,148","6,547",25,0,0,No quantity, ,"2,995"
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin ""INN"" . . .", , , ,5, , , ,,20,-1,0,3,No quantity,"6,667","1,492",53,0,21,No quantity,"52,286",
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, . . .", , , ,3, , , ,,"2,528,149",15,1,0,No quantity, ,"114,511",9,0,0,No quantity, ,
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with . . .", , , ,8, , , ,,"20,262",-11,0,0,No quantity, ,498,-22,0,"1,403",No quantity,"24,066",47
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated . . .", , , ,8, , , ,,"10,430",18,0,0,No quantity, ,"3,177",31,0,0,No quantity, ,16
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical . . .", , , ,0, , , ,,"15,151",4,0,0,Tons, ,"1,093",14,0,70,Tons,"246,986",12
300620,Reagents for determining blood groups or blood factors, , , ,0, , , ,,"2,251",7,0,0, , ,76,194,0,0, , ,3
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients, , , ,2, , , ,,"23,209",12,1,0,Tons, ,17,58,0,0,Tons, ,4
300640,Dental cements and other dental fillings; bone reconstruction cements, , , ,0, , , ,,"23,226",5,1,0,Tons, ,48,-28,0,189,Tons,"157,767",92
300650,First-aid boxes and kits, , , ,0, , , ,,799,14,0,0,No quantity, ,130,7,0,432,No quantity,"11,333",1
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, . . .", , , ,0, , , ,,"30,294",18,1,295, ,"102,692",160,-14,0,33, ,"127,727",3
300670,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts . . ., , , ,0, , , ,,"5,090",-1,0,0,Tons, ,6,-39,0,0,Tons, ,29
300691,Appliances identifiable for ostomy use, , , ,5, , , ,,"2,179",13,0,0,No quantity, , , , ,23,No quantity,"68,000",
300692,Waste pharmaceuticals, , , ,14, , , ,,462,322,2,11,No quantity,"42,000",55,138,0,0,No quantity, ,
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers . . .", , , ,0, , , ,,"60,742",8,5,"412,696",Tons,147,355,4,0,"9,541",Tons,356,185
310210,"Urea, whether or not in aqueous solution (excl. that in tablets or similar forms, or in packages . . .", , , ,6, , , ,,"67,267",-10,0,"118,814",Tons,566,"1,156,825",19,3,0,Tons, ,-
310221,"Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight . . .", , , ,0, , , ,,"263,566",31,4,"1,104,293",Tons,239,"7,896",111,0,"5,157",Tons,372,9
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter . . ., , , ,0, , , ,,20,-26,0,3,Tons,"6,667","33,652",76,5,44,Tons,523,
310230,"Ammonium nitrate, whether or not in aqueous solution (excl. that in tablets or similar forms, . . .", , , ,3, , , ,,"7,540",-15,0,"12,115",Tons,622,654,-46,0,"24,704",Tons,804,
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances . . ., , , , , , , ,,357,-6,0,695,Tons,514, , , , ,Tons, ,
310250,"Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight . . .", , , ,0, , , ,,"3,619",0,1,"5,758",Tons,629,758, ,0,"67,076",Tons,465,
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or . . ., , , ,0, , , ,,"1,525",-15,0,"4,393",Tons,347,645,-26,0,"1,647",Tons,486,25
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages . . ., , , ,0, , , ,,12,11,0,4, ,"3,000","3,904", ,0, , , ,
310290,Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; . . ., , , ,0, , , ,,"21,886",-6,2,"73,999",Tons,296,586,-17,0,272,Tons,923,14
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, . . .", , , ,6, , , ,,41,13,0,200,Tons,205, , , ,338,Tons,320,
310390,"Mineral or chemical phosphatic fertilisers (excl. superphosphates, those in tablets or similar . . .", , , ,3, , , ,,137,-35,0,95,Tons,"1,442", , , ,79,Tons,"3,316",1
310420,"Potassium chloride for use as fertiliser (excl. that in tablets or similar forms, or in packages . . .", , , ,0, , , ,,"96,525",16,0,"178,644",Tons,540,"10,110",-16,0,0,Tons, ,112
310430,"Potassium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight . . .", , , ,0, , , ,,"6,934",13,0,"7,887",Tons,879,"2,621",23,0,"3,330",Tons,807,33
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and . . .", , , ,0, , , ,,"5,971",72,0,0,Tons, ,"48,648",160,3,0,Tons, ,6
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, . . .", , , ,4, , , ,,"74,687",19,12,"142,309",Tons,525,"2,453",98,0,334,Tons,"7,042",49
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus . . .", , , ,6, , , ,,"87,810",0,1,"142,009",Tons,618,"46,536",-3,1,"4,227",Tons,"1,224","1,193"
310530,"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar . . .", , , ,6, , , ,,"167,211",-9,1,"210,464",Tons,794,"4,905",-42,0,970,Tons,571,235
310540,"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium . . .", , , ,0, , , ,,"24,917",2,0,"31,109",Tons,801,"3,808",-13,0,"12,691",Tons,"1,107",15
310551,Mineral or chemical fertilisers containing nitrates and phosphates (excl. ammonium dihydrogenorthophosphate . . ., , , ,0, , , ,,"1,327",7,0,"2,434", ,545,20,-57,0,121, ,620,2
310559,Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excl. nitrate) . . ., , , ,0, , , ,,"57,155",42,1,"120,918",Tons,473,"2,567",-5,0,"9,080",Tons,476,28
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium . . ., , , ,0, , , ,,807,-4,0,279,Tons,"2,892","2,089",-25,0,82,Tons,"3,110",13
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium . . ., , , ,0, , , ,,"107,516",19,4,"150,686",Tons,714,"25,789",32,1,"2,920",Tons,"2,904",165
320110,Quebracho extract, , , ,0, , , ,,16,0,0,5, ,"3,200", , , ,19, ,"1,474",
320120,Wattle extract, , , ,0, , , ,,"2,441",7,2,"1,388", ,"1,759", , , ,237, ,"1,456",
320190,Tanning extracts of vegetable origin (excl. quebracho extract and wattle extract); tannins . . ., , , ,0, , , ,,"1,151",-16,1,489,Tons,"2,354",6,303,0,81,Tons,"1,840",
320210,Synthetic organic tanning substances, , , ,0, , , ,,"13,954",0,4,"9,417",Tons,"1,482",5,104,0,955,Tons,"1,556",24
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning . . .", , , ,0, , , ,,"7,335",1,2,"5,177",Tons,"1,417",11,-27,0,733,Tons,"1,409",27
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excl. animal black), whether . . .", , , ,5, , , ,,"13,601",11,1,"1,117",Tons,"12,176",82,-9,0,"1,358",Tons,"2,571",11
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a . . ., , , ,0, , , ,,"104,230",-2,7,"13,641",Tons,"7,641",752,37,0,"2,291",Tons,"4,887",54
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; . . .", , , ,0, , , ,,"27,271",-4,3,"2,916",Tons,"9,352",72,-21,0,278,Tons,"8,680",12
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind . . ., , , ,0, , , ,,"9,673",-1,3,"1,825",Tons,"5,300",29,6,0,233,Tons,"6,352",11
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind . . ., , , ,0, , , ,,"9,341",9,2,"3,775",Tons,"2,474",36, ,0,"1,293",Tons,"1,974",7
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based . . .", , , ,0, , , ,,"18,023",16,3,"2,332",Tons,"7,729",114,47,0,201,Tons,"12,836",28
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a . . ., , , ,0, , , ,,"88,057",5,5,"13,296",Tons,"6,623",708,220,0,"3,585",Tons,"4,661",52
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used . . ., , , ,0, , , ,,"127,105",7,2,0,Tons, ,"5,226",8,0,"6,583",Tons,"7,678",317
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials . . ., , , ,0, , , ,,"28,793",4,1,0,Tons, ,"1,958",37,0,"4,256",Tons,"5,604",150
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not . . .", , , ,0, , , ,,"19,423",0,3,"4,073",Tons,"4,769",199,-6,0,"1,602",Tons,"3,202",21
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined", , , ,0, , , ,,"5,094",16,0,630,Tons,"8,086",213,-9,0,314,Tons,"6,290",8
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour . . ., , , ,0, , , ,,"3,120",-18,1,506,Tons,"6,166",51,50,0,104,Tons,"11,260",13
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material . . ., , , ,0, , , ,,"292,879",9,2,"100,256",Tons,"2,921","2,789",-16,0,"65,125",Tons,"2,781",734
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material . . ., , , ,0, , , ,,"22,485",0,1,"5,541",Tons,"4,058","3,627",13,0,"3,828",Tons,"3,125",237
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients . . ., , , ,0, , , ,,"4,440",-6,3,"1,137",Tons,"3,905",44,-23,0,"2,098",Tons,"3,887",35
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce . . ., , , ,0, , , ,,"2,707",16,2,498,Tons,"5,436",6,72,0,453,Tons,"3,587",5
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring . . ., , , ,0, , , ,,319,-17,1,255,Tons,"1,251", , , ,67,Tons,"1,045",
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring . . .", , , ,0, , , ,,"94,224",17,3,0,Tons, ,"28,646",-7,1,"8,559",Tons,"4,223",167
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined", , , ,0, , , ,,"13,594",13,6,644,Tons,"21,109",38,2,0,52,Tons,"2,731",
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind . . .", , , ,0, , , ,,"54,112",9,5,"8,932",Tons,"6,058",337,-31,0,"3,555",Tons,"4,957",603
320720,"Vitrifiable enamels and glazes, engobes ""slips"" and similar preparations of the kind used in . . .", , , ,0, , , ,,"54,990",19,4,"48,532",Tons,"1,133",407,10,0,"9,886",Tons,918,40
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass . . .", , , ,0, , , ,,"48,288",3,6,217,Tons,"222,525",193,-40,0,15,Tons,"757,200",19
320740,"Glass frit and other glass in the form of powder, granules or flakes", , , ,0, , , ,,"40,471",2,3,"34,118",Tons,"1,186",420,93,0,"26,012",Tons,972,135
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved . . .", , , ,9, , , ,,"18,714",-3,1,0,No quantity, ,"8,938",12,0,0,No quantity, ,285
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed . . .", , , ,8, , , ,,"69,381",4,2,0,No quantity, ,"8,152",27,0,0,No quantity, ,350
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically . . .", , , ,8, , , ,,"185,520",10,2,0,No quantity, ,"70,211",5,1,0,No quantity, ,"5,053"
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed . . .", , , ,11, , , ,,"35,637",7,1,0,No quantity, ,"3,836",9,0,0,No quantity, ,365
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified . . .", , , ,10, , , ,,"67,352",11,2,0,No quantity, ,"10,568",10,0,0,No quantity, ,"1,599"
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excl. those based on synthetic . . .", , , ,9, , , ,,"15,498",-11,2,0,No quantity, ,"1,101",-14,0,0,No quantity, ,988
321100,Prepared driers, , , ,3, , , ,,"3,930",8,2,784,Tons,"5,013","9,235",-1,4,464,Tons,"5,006",234
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather, , , ,3, , , ,,"11,507",-14,1,0,Tons, ,403,-3,0,0,Tons, ,49
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste . . .", , , ,4, , , ,,"32,659",6,2,"4,970",Tons,"6,571",828,-44,0,"1,400",Tons,"9,405",234
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours . . .", , , ,5, , , ,,"2,000",34,0,0,No quantity, ,7,-29,0,0,No quantity, ,1
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and . . .", , , ,5, , , ,,"5,192",17,1,0,No quantity, ,818,20,0,0,No quantity, ,-
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' . . .", , , ,5, , , ,,"153,824",15,2,"47,443",Tons,"3,242","24,935",20,0,"18,413",Tons,"4,275","1,051"
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like", , , ,5, , , ,,"20,605",-1,1,"12,161",Tons,"1,694","12,355",-4,0,"4,249",Tons,"2,711",265
321511,"Black printing ink, whether or not concentrated or solid", , , ,5, , , ,,"24,308",7,2,"2,221",Tons,"10,945",788,12,0,"1,151",Tons,"8,841",207
321519,"Printing ink, whether or not concentrated or solid (excl. black ink)", , , ,5, , , ,,"115,821",0,2,0,No quantity, ,"6,268",55,0,"8,080",No quantity,"6,766",574
321590,"Ink, whether or not concentrated or solid (excl. printing ink)", , , ,7, , , ,,"46,137",9,1,"6,327",No quantity,"7,292","2,266",4,0,0,No quantity, ,44
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes . . .", , , ,5, , , ,,477,18,0,0,Tons, ,20,-57,0,66,Tons,"11,515",1
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes", , , ,5, , , ,,127,18,0,4, ,"31,750",84,42,0,8, ,"19,250",
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excl. . . .", , , ,5, , , ,,336,-12,0,0,No quantity, ,77,-10,0,0,No quantity, ,-
330124,"Oils of peppermint ""Mentha piperita"", whether or not terpeneless, incl. concretes and absolutes", , , ,5, , , ,,631,13,0,33,No quantity,"19,121", , , ,10,No quantity,"58,400",
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint . . .", , , ,5, , , ,,"1,195",6,0,0,No quantity, ,33,-93,0,0,No quantity, ,3
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus . . .", , , ,5, , , ,,"10,082",29,0,0,Tons, ,"8,971",-2,0,0,Tons, ,58
330130,Resinoids, , , , , , , ,,535,-17,1,0, , ,287,-8,1,274, ,"7,584",11
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, . . .", , , ,5, , , ,,"4,888",7,0,0,Tons, ,"8,245",31,1,0,Tons, ,493
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of . . .", , , ,9, , , ,,"271,862",10,1,"12,104",No quantity,"22,461","6,301",26,0,"5,921",No quantity,"25,315",501
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or . . .", , , ,5, , , ,,"309,066",9,3,0,No quantity, ,"41,453",17,0,"11,139",No quantity,"37,207","2,670"
330300,"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)", , , ,18, , , ,,"59,678",6,0,0,No quantity, ,"403,252",34,2,0,No quantity, ,958
330410,Lip make-up preparations, , , ,20, , , ,,"36,675",2,1,0,No quantity, ,"3,818",-15,0,0,No quantity, ,233
330420,Eye make-up preparations, , , ,22, , , ,,"12,285",3,0,0,No quantity, ,"3,769",12,0,"2,232",No quantity,"36,659",57
330430,Manicure or pedicure preparations, , , ,22, , , ,,"1,258",-21,0,0,No quantity, ,507,-31,0,0,No quantity, ,19
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excl. medicaments)", , , ,22, , , ,,"10,479",3,0,0,No quantity, ,"5,857",14,0,0,No quantity, ,102
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), . . .", , , ,17, , , ,,"636,973",16,1,0,No quantity, ,"65,585",9,0,0,No quantity, ,"2,918"
330510,Shampoos, , , ,15, , , ,,"93,246",6,1,0,No quantity, ,"24,744",-1,0,0,No quantity, ,"1,386"
330520,Preparations for permanent waving or straightening, , , ,15, , , ,,"5,449",20,3,"1,330",Tons,"4,097",824,2,0,0,Tons, ,450
330530,Hair lacquers, , , ,15, , , ,,"1,200",35,0,0,Tons, ,324,2,0,0,Tons, ,9
330590,"Preparations for use on the hair (excl. shampoos, preparations for permanent waving or straightening . . .", , , ,20, , , ,,"57,207",8,1,0,Tons, ,"29,589",8,0,0,Tons, ,"1,253"
330610,"Dentifrices, incl. those used by dental practitioners", , , ,20, , , ,,"67,988",39,1,0,Tons, ,"17,301",5,0,"19,599",Tons,"3,668",494
330620,"Yarn used to clean between the teeth ""dental floss"", in individual retail packages", , , ,6, , , ,,"5,230",8,1,0,No quantity, ,22,-19,0,273,No quantity,"18,059",1
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excl. dentifrices . . .", , , ,20, , , ,,"12,952",21,1,0,No quantity, ,"4,790",24,0,0,No quantity, ,65
330710,"Shaving preparations, incl. pre-shave and aftershave products", , , ,18, , , ,,"3,263",-12,0,297,No quantity,"10,987",914,10,0,0,No quantity, ,62
