company name,contact number,area,product category 1,product category 2
MF Comercial S de RL de CV,tel:+52 899 143 5134,Reynosa - Mexico,"Meals, ready prepared, deep frozen","Pastry based products, deep frozen"
Trafimar SA de CV,tel:+52 5553129912,Ciudad de mexico - Mexico,Human resources (HR) services,
"Concesionaria Central, S.A. de C.V.",tel:+52 56400770,Iztapalapa - Mexico,Commercial vehicles,"Trucks/lorries, light"
"Oikos Pagos, S.A.  de C.V.",tel:+52 5555988262,Estado de méxico - Mexico,"Software, network management","Software, transaction processing systems (TPS)"
Wolterchocolates,tel:+52 9333371122,Comalcalco - Mexico,Sugar confectionery,Chocolate containing nougat
Servicios en Tecnologia Kaizen Tech S.A. de C.V.,tel:+52 5980 6243,Estado de méxico - Mexico,Information technology (IT) maintenance services,Information technology (IT) outsourcing services
Maquila Personal In Plant y Transporte,tel:+52 7224318002,Toluca - Mexico,Road transport services classified by type of freight,Handling and road transport of exceptional loads
Xpacios Real Estate Departamentos Cancun,tel:+52 9983442257,Cancún - Mexico,"Software, industrial","Software, estate agency and property management"
Electric Power,tel:+52 8140402290,San nicolás de los garza - Mexico,"Accumulators, batteries, secondary cells, by use","Batteries, accumulators, for uninterruptible power supplies (UPS)"
"Diseño Web y Marketing Digital Compu Mecanic, Compu Mecanic",tel:+52 6251023654,Cuauhtémoc - Mexico,Advertisement and artwork services,Web graphic design services
"Nova Trading and Forwarding Group, S.A. de C.V., NOVATRADING",tel:+34 55 4173 1757,Naucalpan de juárez - Mexico,Shipping and forwarding agents,"Shipping and forwarding agents, national"
Buhlmann Mexico SA de CV,tel:+52 55 28818498,Miguel hidalgo - Mexico,"Pipes, tubes, ducts and pipelines, ferrous metals","Pipes and tubes, ferrous, corrugated"
"GAP S.A. DE C.V., GAP (Grupo GAP Reciclaje Orgánico)",tel:+52 8183909804,San pedro garza garcia - Mexico,Waste collection and recycling services NES,Domestic refuse collection and disposal contractors
"Kromalabs, S.A. de C.V. (Kromalabs)",tel:+52 55 5310 1009,Tlalnepantla - Mexico,Bath and shower products,Cosmetic products and hygiene products NES
RS Concretos,tel:+52 55 47461015,Cuautitlán izcalli - Mexico,Coking plant products,"Slag, road making and railway ballast"
"Total Play Telecomunicaciones, S.A. de C.V.",tel:+52 5530068580,Estado de méxico - Mexico,"Software, communications","Integrated computer systems, Internet telephony (VOIP)"
"Ragjas, S. de R.L. de C.V.",tel:+52 8119643268,Monterrey - Mexico,Footwear uppers,Clothing and footwear
Mármoles Tlaquepaque,tel:+52 3312241482,Tlaquepaque - Mexico,Marble and travertine,Marble
Mapmakers Partnership,tel:+52 5584217355,Estado de méxico - Mexico,Industrial development consultants,Innovation management services
PIYSA,tel:+52 53621266,Tlalnepantla - Mexico,Food processing services,Processing services for dairy products
Documax,tel:+52 449 293 4211,Aguascalientes - Mexico,"Chemicals for papermaking, printing and photography",Toners for photocopiers and laser printers
Oscar Andres Barragan Montaño,tel:+52 26490307,Nicolás romero - Mexico,Maintenance and repair services for industrial equipment,Electrical installation contractors
Productos Médicos del Noroeste,tel:+52 6862535237,Mexicali - Mexico,Medical equipment and instruments,
Copidental,tel:+52 3313776190,Zapopan - Mexico,Dental equipment and instruments,
Asipro SA de CV,tel:+52 56743274,Benito juarez - Mexico,Smoke and fire detectors and alarms,Television systems
Steel Industrial,tel:+52 3312020683,Zapopan - Mexico,Raw steel,"Refined, special and tool steels"
Svarko S.A. de C.V.,tel:+52 33365605,Tlaquepaque - Mexico,Landscaping and garden maintenance services,Biotope design and building contractors
"Grupo Forte Calo, S.A. de C.V.",tel:+52 81 25599170,Escobedo - Mexico,"Bridges and footbridges, metal","Bridges, metal, bascule"
"Calzado SHYS S.A.S. de C.V., Calzado SHYS",tel:+52 3535325426,Sahuayo de morelos - Mexico,"Skins, hides and leathers, by use","Sheepskins, lambskins and goatskins for lining clothing and footwear"
Coleam S.A. de C.V.,tel:+52 5546208722,Benito juarez - Mexico,"Workwear and uniforms, by occupation","Uniforms and workwear, transportation industry"
"Urbania Noticias, S.A. de C.V.",tel:+52 444409889,San luis potosí - Mexico,Communications consultants,Media agencies
"Arte y Chocolate de Monterrey, S.A. DE C.V., Arte y Chocolate",tel:+52 81 8356 4662,San pedro garza garcia - Mexico,"Fruit, dried","Desserts and bakery products, deep frozen"
"GNET Ingenieria en Muebles, S.A. de C.V.",tel:+52 442 2216196,El marques - Mexico,Office furniture,
"Distribuidora Farmaceutica Sta Maria S.A. de C.V., Distribuidora Farmaceutica Sta Maria",tel:+52 4421895056,Santiago de querétaro - Mexico,"Plastic products for the chemical, pharmaceutical and cosmetic industries",Pharmaceutical preparations for the central and autonomic nervous system and anaesthetics
"Telecomunicaciones del Noroeste, S.A. de C.V.",tel:+52 6677171919,Culiacán - Mexico,Electronic and telecommunications equipment for military use,"Components and accessories for radio communications equipment, military"
HB & MORE SA DE CV,tel:+52 5555364641,Benito juarez - Mexico,Shipping and forwarding agents,
Alster SA de CV,tel:+52 3339495403,Estado de méxico - Mexico,"Software, electronic commerce (E-commerce)","Software, shopping cart/basket (E-commerce)"
"Image Bag, S.A. de C.V., IMAGEBAG",tel:+52 55745181,Estado de méxico - Mexico,"Bags and sacks, textile","Bags, textile, woven, printed and promotional"
"Sydec equipos industriales, S.A. de C.V.",tel:+52 9420348989,Guadalajara - Mexico,Agricultural and horticultural services,Agricultural equipment procurement services
Suministros Integrales,tel:+52 4422981134,Queretaro - Mexico,Tyres and inner tubes,"Tyre treads, rubber"
Botica de Jabón SA de CV,tel:+52 55 6813 4206,Tlalnepantla - Mexico,"Personal care products and cosmetics, organic",Bath and shower products
Dismedint S de RL de CV,tel:+52 8112747458,San nicolás de los garza - Mexico,Contact lenses,
Polok Sistemas,tel:+52 9512202893,Oaxaca de juárez - Mexico,Telecommunication systems,"Telecommunication systems, wireless, broadband networks"
Quartz Iluminación,tel:+52 951 286 7595,Oaxaca de juárez - Mexico,Electric relays,"Relays, photoelectric, street lighting control"
D´Acero S. de R.L. de C.V.,tel:+52 4491301040,Jesús gómez portugal (margaritas) - Mexico,Urban and outdoor furniture,"Park and urban furnishings, metal"
"Menyah Proyectos, S.A. de C.V.",tel:+52 2221558971,San aparicio - Mexico,Plastic products for the building industry,"Thermal and acoustic insulation materials, plastic, for the building industry"
Grupo Maro Agencias Aduanales,tel:+52 5526259620,Naucalpan de juárez - Mexico,Auxiliary trade activities,Confirming houses
"Seidor México, S. A. de C.V.",tel:+52 442720 69 83,Huixquilucan - Mexico,Information technology (IT) auditing and consulting services,
Kilocon S. de R.L. de C.V.,tel:+52 14491534023,Aguascalientes - Mexico,Chemicals for building materials,
Comercializadora Padilla de Ocotlan SA de CV,tel:+52 3921012511,Ocotlán - Mexico,Honey products,Honey
"Rodhe Security, S.A. de CV",tel:+52 5563084067,Colonia álvaro obregón - Mexico,"Barriers and gates, metal","Barriers, crowd control, metal"
Homero Garza Zuñiga,tel:+52 8688226277,Tamaulipas - Mexico,Industrial development consultants,Wholesale development consultants
"REGIO SISTEMAS DE MARCADO, S.A. DE C.V.",tel:+52 81  8358 7809,Monterrey - Mexico,Plastic labels,"Labels, plastic, adhesive"
"SESAJAL, S.A. de C.V.",tel:+52 33 3134 3470,Guadalajara - Mexico,Fruit vegetables,Chillies
Laser&Led,tel:+52 5541698800,Estado de méxico - Mexico,Electric power supplies,"Power supplies, light emitting diodes (LED) lighting applications"
Afintegration,tel:+52 8441310323,Saltillo - Mexico,Electronics industry contractors,"Electronic component manufacturing services, robotics, automation"
Protectores para Bridas,tel:+52 4612420204,Celaya - Mexico,Technical environmental contractors and services NES,Technical drawing services
Distribuidora Sajor S.A. de C.V.,tel:+52 5568150460,Tlaquepaque - Mexico,Paper and board for stationery articles,Stationery articles
Fielnet Consulting S. de R.L. de C.V.,tel:+52 5541631700,Benito juarez - Mexico,Information technology (IT) maintenance services,Information technology (IT) outsourcing services
Gecko-Logic-Mexico S de RL de CV,tel:+52 6646071545,Tijuana - Mexico,Battery chargers,"Battery chargers, solar powered"
MudanzasMex,tel:+52 5530128538,Tizayuca - Mexico,Removal and storage,Furniture removals
ML Transport,tel:+52 3141462387,Manzanillo - Mexico,"Packagings, wooden, storage and transportation","Boxes, wooden, for transport and storage"
AJYM SECURITY,tel:+52 55 31332616,Estado de méxico - Mexico,Security furniture,"Security hatches and troughs, money and small items"
CargoWays Logistics,tel:+52 1 2817714149,Estado de méxico - Mexico,Logistics and procurement services,Logistics management services (third party logistics)
"Besma Cargo & Logistics SA DE CV, Besma Cargo",tel:+52 5515177419,Coyoacán - Mexico,"Road haulage, bulk","Transport services, bulk freight containers"
"Building Components, S.A. de C.V.",tel:+52 3338549238,Guadalajara - Mexico,"Equipment for building sites, plastic","Sealants, jointing compounds and grouts, plastic, for the building industry and civil engineering"
Opticas Arcángeles Visión,tel:+52 2411007337,Apizaco - Mexico,Optical lenses,
"Pixan Energía de México, S.A. de C.V.",tel:+52 4272713386,San juan del río - Mexico,Electric power supplies,"Power supplies, light emitting diodes (LED) lighting applications"
Soluciones en Recursos Humanos,tel:+52 55622660,Ciudad satélite - Mexico,Human resources (HR) consultants,
"PHB Weserhutte, S.A.",tel:+52 55 5524 5777,Benito juárez - Mexico,"Minerals, miscellaneous",Coal and ore processing plant and equipment
"Brimpack México, S.A. de C.V.",tel:+52 55 53081648,Atizapán de zaragoza - Mexico,Food packaging services,Packaging services for meat
Struktura Group,tel:+52 53882923,Tlalnepantla - Mexico,Building industry contractors,Exhibition stand and pavilion contractors
VLS4 Logistica En Movimiento S. de R.L. de C.V.,tel:+52 461106832,Santiago de querétaro - Mexico,Logistics services,
"Par-K Productions, S.A. de C.V.",tel:+52 5576116563,Estado de méxico - Mexico,"Party, entertainment and festival organisers. Events NES",Corporate hospitality services
Aceros Metropolitanos,tel:+52 5551077812,Acolman - Mexico,"Refined, special and tool steels",Stainless steels for low temperature use
AJ & M Comunicaciones S de RL de CV,tel:+52 55 75777011,Coacalco - Mexico,Mechanical assembly contractors,"Assembly services, telecommunications wiring"
Marmoles Everstone,tel:+52 56011251,Benito juarez - Mexico,Marble and travertine,Marble
"Megaventilación, S.A. de C.V.",tel:+52 3336176462,Guadalajara - Mexico,Fans and ventilators,"Fans, tangential or cross flow"
Global Solare,tel:+52 40402127,Zapopan - Mexico,Electricity distribution,
"Tesla Motores e Inversores, S.A. de C.V.",tel:+52 4433346389,Guadalajara - Mexico,Electric motors over 1 kW,"Motors, AC, medium voltage (MV), over 1 kW"
"México Air Cargo Systems, S.A. de C.V., MAC FORWARDING (MACARGO)",tel:+52 57844100,Ciudad de méxico - Mexico,Pipeline administration,"Crude oil (petroleum) transport services, pipeline"
"Corporativo Graz & Grass, S.A. de C.V.",tel:+52 5553977812,Tlalnepantla - Mexico,"Installation and maintenance services, for engines and mechanical components",Repair and maintenance services for gas turbines
Mauri Compresores y Herramientas Industriales,tel:+52 8444126573,Saltillo - Mexico,Compressor components and accessories,Regulating systems for air and gas compressors
EpicGrass,tel:+52 222 2215394,San pedro chochula - Mexico,Landscaping and garden maintenance services,Turf laying services
Tecnoha,tel:+52 477 771 2844,León - Mexico,Department and chain stores,Chain stores
"Química Farmacéutica Esteroidal, S.A. de C.V.",tel:+52 58484765,Tlahuac - Mexico,Raw materials for pharmaceuticals,Bee venom for pharmaceuticals
Maycon,tel:+52 13146114,Chalco de díaz covarrubias - Mexico,Information technology (IT) maintenance services,Information technology support and maintenance services (help desks)
Treebes Tienda en linea,tel:+52 23050361,Nuevo jalisco - Mexico,Enterprise application software (EAS),"Software, customer relationship management (CRM)"
"Shalhebetya, S.A. de C.V.",tel:+52 68402323,Tlalnepantla - Mexico,Human resources (HR) consultants,Human resources (HR) strategy consultants
Solution Rent A Car,tel:+52 6622611056,Hermosillo sonora - Mexico,Road transport vehicle hire and rental services,
McMaster,tel:+52 3336091649,Guadalajara - Mexico,General merchants,Buying and commission agents
Creativos & Co,tel:+52 55 2023 6908,Benito juarez - Mexico,Publishing services,Catalogue design services
Aislamientos Constructivos S.A. de C.V.,tel:+52 5554059762,Nuevo león - Mexico,"Refrigeration plant and equipment, industrial",Refrigerating units for cold storage rooms
"Distribuidora de Sosa, S.A. de CV, Disosa",tel:+52 31450555,Guadalajara - Mexico,Inorganic chemicals NES,"Basic chemical products for cosmetics, perfumes, detergents and soaps"
"PubliGrafia, PG (PubliGrafía)",tel:+52 6143340440,Chihuahua - Mexico,Printing services,Flatbed printing: letterpress and offset-photolithography
BTOB CONSULTORES SA DE CV,tel:+52 222 793 7821,Puebla (heroica puebla) - Mexico,"Software, computer security","Software, coding and programming"
"Suministros Especiales, S.A. de CV",tel:+52 5543283684,Estado de méxico - Mexico,Adhesive and self-adhesive tapes and rolls,"Tapes, self-adhesive, polyethylene (PE)"
"Grúas, polipastos y servicios S.A. de C.V., GRUPOSSA",tel:+52 44 2595 8795,Apaseo el grande - Mexico,Blast furnace charging machinery and equipment,Gantries for foundries
Western Feedlots,tel:+52 8112555940,Monterrey - Mexico,Pumping sets,"Pumping sets and pumps, water"
Just-Service Logistica y Comercial,tel:+52 55 6937 0807,Cuatitlan - Mexico,"Road haulage, bulk",
"Todich, S.A. de C.V.",tel:+52 6241997111,Veracruz - Mexico,"Installation and maintenance services, for engines and mechanical components",Repair and maintenance services for turbochargers and superchargers
"ALSTOM MEXICANA, S.A. DE C.V., ALSTOM",tel:+52 55 1101 0700,México - Mexico,Steam turbines,"Turbines, exhaust steam"
"COSTCO DE MEXICO, S.A. DE C.V.",tel:+52 55 5246 5593,Huixquilucan - Mexico,Plastic articles for shops and supermarkets,Department and chain stores
"LEXMARK INTERNATIONAL DE MEXICO, INC.",tel:+52 01 800 253 9627,México - Mexico,Personal computers (PC),"Computers, desktop/personal computers (PCs)"
"GRUPO MARCATEL, S.A. DE C.V.",tel:+52 01 800 777 8000,Monterrey - Mexico,Telecommunication installation contractors,Telecommunications services
