Product Code,Product Label,"UAE export to libya Value in 2022, USD thousands","nnual growth in value uae export to libya between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"libya import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported libya to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"CO2 emission, Tons ","Uae export to world Value in 2022, USD thousand ","Annual growth in value between Uae export to world  2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable . . .", , , ,0, , , ,,235,-39,0,313, ,751,N/A,613,-36,0,"2,895", ,575,
230910,"Dog or cat food, put up for retail sale", , , ,0, , , ,,"3,827",47,0,"2,794",Tons,"1,370",N/A,189,3,0,"31,032",Tons,"2,281",24
230990,Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale), , , ,0, , , ,,"17,449",-10,0,"12,581", ,"1,387",N/A,"4,821",1,0,"57,200", ,"1,203",763
240110,"Tobacco, unstemmed or unstripped", , , , , , , ,, , , , , , ,N/A,"2,687",55,0,"1,200", ,"3,425",
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured", , , ,0, , , ,,26,33,0,22, ,"1,182",N/A,"2,841",24,0,"69,900", ,"3,414",
240130,Tobacco refuse, , , , , , , ,, , , , , , ,N/A,2,-25,0,"7,643", ,459,
240210,"Cigars, cheroots and cigarillos containing tobacco", , , ,0, , , ,,"4,299",26,0,153, ,"28,098",N/A,"6,582",65,0,0, , ,
240220,"Cigarettes, containing tobacco", , , ,0, , , ,,"86,891",-3,1,"9,105",Tons,"9,543",N/A,"125,691",26,1,0,Tons, ,
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes", , , ,0, , , ,,276,8,0,0, , ,N/A,922,-34,2,0, , ,
240311,Water-pipe tobacco (excl. tobacco-free. See subheading note 1.), , , , , , , ,,"11,022",20,4,"1,449", ,"7,607",N/A,"61,298",39,20,"1,553", ,"11,030",
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excl. water-pipe . . .", , , , , , , ,,"1,458",22,0,78, ,"18,692",N/A,"51,991",3,1,"5,590", ,"10,130",
240391,"Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse . . .", , , ,0, , , ,,602,-15,0,261, ,"2,307",N/A,92, ,0,"1,781", ,"9,454",
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, . . .", , , ,0, , , ,,"1,655",192,0,0, , ,N/A,"6,409",11,0,"9,928", ,"10,939",
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous . . .", , , ,0, , , ,,"1,163",31,0,0,Tons, ,N/A,"4,028",83,0,0,Tons, ,22
250200,Unroasted iron pyrites, , , ,0, , , ,,6, ,0,4, ,"1,500",N/A,11,-52,0,331, ,278,
250300,"Sulphur of all kinds (excl. sublimed sulphur, precipitated sulphur and colloidal sulphur)", , , ,0, , , ,,12,33,0,27,Tons,444,N/A,"2,031,586",19,21,"189,978",Tons,332,
250410,Natural graphite in powder or in flakes, , , ,0, , , ,,3,17,0,2, ,"1,500",N/A,578,130,0,"3,104", ,"1,253",
250490,Natural graphite (excl. in powder or in flakes), , , ,0, , , ,,5, ,0,4, ,"1,250",N/A,7,29,0,462, ,"1,123",
250510,"Silica sands and quartz sands, whether or not coloured", , , ,0, , , ,,236,31,0,"1,381",Tons,171,N/A,"2,434",-18,0,"12,219",Tons,215,-
250590,"Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- . . .", , , ,0, , , ,,23,-19,0,151, ,152,N/A,"3,289",-11,1,0, , ,2
250610,Quartz (excl. quartz sands), , , ,0, , , ,,398,96,0,0,Tons, ,N/A,5,-43,0,"18,862",Tons,84,
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular . . .", , , , , , , ,, , , , ,Tons, ,N/A,11,-9,0,236,Tons,280,
250700,"Kaolin and other kaolinic clays, whether or not calcined", , , ,0, , , ,,126,52,0,240,Tons,525,N/A,"1,171",89,0,"274,960",Tons,67,2
250810,Bentonite, , , ,0, , , ,,439,-6,0,"1,776", ,247,N/A,"2,677",51,0,"47,862", ,193,5
250830,Fireclay (excl. kaolin and other kaolinic clays and expanded clay), , , , , , , ,, , , , , , ,N/A,22,9,0,"9,901", ,282,
250840,"Clays (excl. fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)", , , ,0, , , ,,162,130,0,30, ,"5,400",N/A,129,38,0,"141,779", ,43,-
250850,"Andalusite, kyanite and sillimanite", , , , , , , ,, , , , , , ,N/A,"1,035",164,1,568, ,231,
250870,Chamotte or dinas earths, , , ,0, , , ,,33,22,0,40, ,825,N/A,286,23,0,"2,871", ,382,2
250900,Chalk, , , ,0, , , ,,32,-15,0,224, ,143,N/A,29,0,0,36, ,472,
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic . . .", , , , , , , ,, , , , , , ,N/A,13,"1,005",0,111, ,216,
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic . . .", , , ,0, , , ,,12, ,0,0, , ,N/A,"65,548",43,9,0, , ,
251110,"Natural barium sulphate ""barytes""", , , ,0, , , ,,58,-39,0,259, ,224,N/A,220,-4,0,"121,167", ,133,-
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, . . .", , , , , , , ,, , , , , , ,N/A,18,-14,0,533, ,698,
251310,Pumice stone, , , , , , , ,,8,-26,0,49, ,163,N/A,1,-34,0,"8,379", ,108,
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated", , , ,0, , , ,,73,44,0,787, ,93,N/A,"1,014",0,0,"63,138", ,210,38
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or . . .", , , ,0, , , ,,5,-52,0,25, ,200,N/A,11,-42,0,"3,210", ,"1,734",
251511,"Marble and travertine, crude or roughly trimmed", , , ,0, , , ,,105,-48,0,915, ,115,N/A,"1,202",77,0,"2,198", ,976,3
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square . . .", , , ,0, , , ,,"1,626",14,0,"9,670", ,168,N/A,"60,386",43,5,"8,673", ,773,3
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity . . ., , , , , , , ,, , , , , , ,N/A,421,336,0,"1,525", ,200,
251611,"Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones . . .", , , ,0, , , ,,149,-9,0,486, ,307,N/A,952,53,0,"2,428", ,255,
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular . . .", , , ,0, , , ,,36,-36,0,151, ,238,N/A,"3,988",22,1,"8,882", ,604,8
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks . . .", , , , , , , ,, , , , , , ,N/A,"2,162","2,134",2,"5,699", ,340,
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or . . .", , , ,0, , , ,,86,82,0,"1,157", ,74,N/A,147,-24,0,0, , ,
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for . . .", , , ,0, , , ,,164,30,0,"1,829", ,90,N/A,"78,525",-2,4,"6,320", ,272,99
251741,"Marble granules, chippings and powder, whether or not heat-treated", , , ,0, , , ,,269,-16,0,"7,319", ,37,N/A,68,15,0,"4,158", ,185,6
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, . . .", , , ,0, , , ,,115,3,0,891, ,129,N/A,"5,327",73,1,"6,037", ,121,1
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, . . .", , , , , , , ,, , , , , , ,N/A,"46,938",9,13,"3,294", ,111,
251820,"Calcined or sintered dolomite (excl. broken or crushed dolomite for concrete aggregates, road . . .", , , ,0, , , ,,19, ,0,159, ,119,N/A,"7,120",4,4,"2,313", ,258,
251830,Dolomite ramming mix, , , ,0, , , ,,53, ,0,145, ,366,N/A,29,477,0,261, ,854,
251910,"Natural magnesium carbonate ""magnesite""", , , ,0, , , ,,6,34,0,11, ,545,N/A,"1,707",8,2,"22,567", ,50,
251990,"Fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities . . .", , , ,0, , , ,,"1,388",44,0,"2,536", ,547,N/A,"3,222",54,0,"48,687", ,354,6
252010,Gypsum; anhydrite, , , ,0, , , ,,848,11,0,0, , ,N/A,"3,965",-28,1,0, , ,26
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or . . .", , , ,0, , , ,,546,81,0,"2,255", ,242,N/A,"20,680",50,3,"8,213", ,355,9
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of . . .", , , ,0, , , ,,20,-36,0,0, , ,N/A,"585,268",12,56,0, , ,
252210,Quicklime, , , ,0, , , ,,125, ,0,"1,057", ,118,N/A,"30,783",20,3,648, ,323,
252220,Slaked lime, , , , , , , ,, , , , , , ,N/A,104,-52,0,461, ,636,-
252230,Hydraulic lime (excl. pure calcium oxide and calcium hydroxide), , , , , , , ,, , , , , , ,N/A,"2,509",52,7,177, ,277,
252310,Cement clinkers, , , , , , , ,, , , , , , ,N/A,"151,416",-9,4,"44,705", ,46,
252321,"White portland cement, whether or not artificially coloured", , , ,0, , , ,,"1,784",16,0,"13,002", ,137,N/A,"34,348",22,5,167, ,371,280
252329,"Portland cement (excl. white, whether or not artificially coloured)", , , ,0, , , ,,"41,143",4,1,"488,480", ,84,N/A,"78,441",24,1,"20,711", ,96,"7,011"
252330,Aluminous cement, , , ,0, , , ,,100,49,0,30, ,"3,333",N/A,18,7,0,"8,096", ,711,-
252390,"Cement, whether or not coloured (excl. portland cement and aluminous cement)", , , ,0, , , ,,315,-16,0,"2,501", ,126,N/A,"12,255",32,2,"8,715", ,669,325
252490,Asbestos (excl. crocidolite and products made from asbestos), , , , , , , ,, , , , , , ,N/A,"4,021",171,1, , , ,
252510,Crude mica and mica rifted into sheets or splittings, , , , , , , ,, , , , , , ,N/A,13, ,0,3, ,"3,000",
252520,Mica powder, , , ,0, , , ,,10, ,0,54, ,185,N/A,61,-32,0,"3,780", ,387,
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into . . .", , , , , , , ,, , , , , , ,N/A,11,68,0,153, ,176,
252620,"Natural steatite and talc, crushed or powdered", , , ,0, , , ,,117,28,0,134, ,873,N/A,217,43,0,"20,086", ,358,
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids . . .", , , , , , , ,,6, ,0,5, ,"1,200",N/A, , , ,141, ,397,
252921,Fluorspar containing by weight <= 97% calcium fluoride, , , , , , , ,, , , , , , ,N/A,123,-26,0,"10,307", ,315,
252930,"Leucite, nepheline and nepheline syenite", , , , , , , ,, , , , , , ,N/A,27,-11,0,81, ,358,
253010,"Vermiculite, perlite and chlorites, unexpanded", , , ,0, , , ,,46,34,0,54, ,852,N/A,252,-9,0,"16,021", ,195,1
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.", , , ,0, , , ,,35,4,0,0,Tons, ,N/A,"47,739",35,0,"21,138",Tons,"1,138",5
260111,Non-agglomerated iron ores and concentrates (excl. roasted iron pyrites), , , , , , , ,, , , , , , ,N/A,589,-73,0,"164,056", ,105,
260112,Agglomerated iron ores and concentrates (excl. roasted iron pyrites), , , ,0, , , ,,"144,825",-1,1,"1,000,895", ,145,N/A,"133,780",27,1,"3,518,861", ,210,526
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a . . .", , , , , , , ,, , , , , , ,N/A,"108,986",57,2,0, , ,
260300,Copper ores and concentrates, , , , , , , ,, , , , , , ,N/A,"143,458",125,0,"1,256", ,"5,311",
260600,Aluminium ores and concentrates, , , , , , , ,, , , , , , ,N/A,12,-31,0,188, ,548,
260700,Lead ores and concentrates, , , ,0, , , ,,7,66,0,5, ,"1,400",N/A,"3,785",0,0,181, ,867,-
260800,Zinc ores and concentrates, , , , , , , ,, , , , , , ,N/A,694,35,0,168, ,446,
261000,Chromium ores and concentrates, , , , , , , ,, , , , , , ,N/A,"4,044",-50,0,"87,957", ,185,
261310,Roasted molybdenum ores and concentrates, , , , , , , ,, , , , , , ,N/A,"30,532",48,1, , , ,
261400,Titanium ores and concentrates, , , , , , , ,, , , , , , ,N/A,"2,298", ,0,"5,659", ,"1,159",
261510,Zirconium ores and concentrates, , , , , , , ,, , , , , , ,N/A,354,162,0,"4,691", ,"1,793",
261590,"Niobium, tantalum or vanadium ores and concentrates", , , , , , , ,, , , , , , ,N/A,"8,035",28,2,513, ,"30,694",
261690,Precious-metal ores and concentrates (excl. silver ores and oncentrates), , , , , , , ,, , , , , , ,N/A,5,148,0,"1,885", ,"25,455",
261790,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, . . .", , , , , , , ,, , , , , , ,N/A,60,-60,0,"1,133", ,"16,133",
261800,"Granulated slag ""slag sand"" from the manufacture of iron or steel", , , , , , , ,, , , , , , ,N/A,336,-16,0,"1,906,937", ,11,
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excl. granulated . . .", , , ,0, , , ,,5,5,0,37, ,135,N/A,"15,117",143,3,"1,949", ,"1,390",
262011,Hard zinc spelter, , , , , , , ,, , , , , , ,N/A,"6,592",31,2,20, ,"2,100",
262019,"Slag, ash and residues containing mainly zinc (excl. hard zinc spelter)", , , , , , , ,, , , , , , ,N/A,"14,784",17,2,125, ,"1,864",
262029,"Slag, ash and residues containing mainly lead (excl. leaded gasoline sludges and leaded anti-knock . . .", , , , , , , ,, , , , , , ,N/A,174, ,0,215, ,279,
262030,"Slag, ash and residues containing mainly copper", , , , , , , ,, , , , , , ,N/A,"2,797",-6,0, , , ,
262040,"Slag, as and residues containing mainly aluminium", , , , , , , ,, , , , , , ,N/A,148,8,0,"5,842", ,233,
262099,"Slag, ash and residues, containing metals or metal compounds (excl. those from the manufacture . . .", , , , , , , ,, , , , , , ,N/A,14,-38,0,"96,151", ,319,
262190,"Slag and ash, incl. seaweed ash ""kelp"" (excl. slag, incl. granulated, from the manufacture . . .", , , ,0, , , ,,659,1,0,"4,552", ,145,N/A,824,54,0,"538,595", ,25,
270111,"Anthracite, whether or not pulverised, non-agglomerated", , , ,0, , , ,,90,-18,0,172, ,523,N/A,"30,761",101,0,"25,989", ,405,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated", , , , , , , ,, , , , , , ,N/A,"35,021", ,0,"405,152", ,131,
270119,"Coal, whether or not pulverised, non-agglomerated (excl. anthracite and bituminous coal)", , , ,0, , , ,,8,-8,0,22, ,364,N/A,"445,229",26,1,"861,054", ,103,
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal", , , , , , , ,, , , , , , ,N/A,185,367,0,189, ,667,
270220,Agglomerated lignite (excl. jet), , , ,0, , , ,,14,-64,0,70, ,200,N/A, , , ,80, ,"1,025",
270300,"Peat, incl. peat litter, whether or not agglomerated", , , ,0, , , ,,609,21,0,"2,722", ,224,N/A,89,62,0,"23,441", ,228,
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon", , , ,0, , , ,,5,-18,0,4, ,"1,250",N/A,"20,457",21,0,"310,411,740", ,0,
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excl. petroleum gases and other . . .", , , , , , , ,, , , , , , ,N/A,8,-33,0,0, , ,
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not . . .", , , , , , , ,, , , , , , ,N/A,19,-65,0,230, ,"1,270",
270710,"Benzol ""benzene"" containing > 50% of benzene (excl. chemically defined)", , , , , , , ,, , , , , , ,N/A,92, ,0, , , ,
270720,"Toluol ""toluene"" containing > 50% of toluene (excl. chemically defined)", , , , , , , ,, , , , , , ,N/A,3, ,0, , , ,
270730,"Xylol ""xylenes"" containing > 50% of xylenes (excl. chemically defined)", , , ,0, , , ,,"2,615",268,0,"2,159", ,"1,211",N/A,"16,226",-8,0,0, , ,
270740,Naphthalene containing > 50% of naphthalene (excl. chemically defined), , , , , , , ,, , , , , , ,N/A,"2,438",-14,1,0, , ,
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250°C by . . .", , , , , , , ,, , , , , , ,N/A,"34,220",-46,0,"707,896", ,962,
270799,Oils and other products of the distillation of high temperature coal tars; similar products . . ., , , ,0, , , ,,3,15,0,0, , ,N/A,"72,584",14,0,0, , ,
270810,Pitch obtained from coal tar or from other mineral tars, , , , , , , ,, , , , , , ,N/A,814,-14,0,"179,140", ,"1,104",
270820,Pitch coke obtained from coal tar or from other mineral tars, , , , , , , ,, , , , , , ,N/A,436,-22,0, , , ,
270900,"Petroleum oils and oils obtained from bituminous minerals, crude", , , ,0, , , ,, , , , ,No quantity, ,N/A,"134,395,288",16,9,"665,110",No quantity,"1,008",
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume ""incl. . . .", , , , , , , ,,"3,269,213",17,1,0,Tons, ,N/A,"26,346,240",16,7,0,Tons, ,
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, . . .", , , ,0, , , ,,"2,013,166",48,0,0,No quantity, ,N/A,"32,657,216",13,4,0,No quantity, ,
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations . . ., , , , , , , ,,202,51,0,96, ,"2,104",N/A,"117,020",-26,1,192, ,"1,703",
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or . . .", , , ,0, , , ,,131, ,1,0, , ,N/A,72,5,1,0, , ,
271099,Waste oils containing mainly petroleum or bituminous minerals (excl. those containing polychlorinated . . ., , , ,0, , , ,,604,78,0,59,Tons,"10,237",N/A,"1,739",5,1,"4,109",Tons,119,
271111,"Natural gas, liquefied", , , , , , , ,, , , , , , ,N/A,"6,537,518",21,3,"20,000", ,209,
271112,"Propane, liquefied", , , ,0, , , ,, , , , ,Tons, ,N/A,"6,146,588",12,12,508,Tons,758,
271113,"Butanes, liquefied (excl. of a purity of >= 95% of N-butane or isobutane)", , , ,0, , , ,, , , , ,Tons, ,N/A,"4,642,232",13,17,570,Tons,"2,325",
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excl. ethylene of a purity of >= 95% . . .", , , , , , , ,, , , , , , ,N/A,3,-92,0, , , ,
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excl. natural gas, propane, butane, ethylene, propylene, . . .", , , ,0, , , ,,7, ,0,1,Tons,"7,000",N/A,"58,247",-32,1,26,Tons,"5,577",
271121,Natural gas in gaseous state, , , ,0, , , ,, , , , ,Tons, ,N/A,63,39,0, ,Tons, ,
271129,"Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)", , , ,0, , , ,,23,-15,0,0, , ,N/A,48,-20,0,9, ,"23,111",
271210,Petroleum jelly, , , ,0, , , ,,467,43,0,147, ,"3,177",N/A,"21,932",21,5,"3,101", ,"2,041",109
271220,"Paraffin wax containing < 0,75% by weight of oil", , , ,0, , , ,,46,113,0,0, , ,N/A,"3,736",32,0,"23,063", ,383,
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, . . .", , , ,0, , , ,,171,-13,0,85, ,"2,012",N/A,"85,767",28,4,"1,813", ,"2,175",6
271311,"Petroleum coke, non-calcined", , , , , , , ,, , , , , , ,N/A,"136,244",93,1,"249,939", ,210,
271312,"Petroleum coke, calcined", , , , , , , ,, , , , , , ,N/A,338,-19,0,"542,173", ,753,
271320,Petroleum bitumen, , , ,0, , , ,,"17,207",11,0,"48,364",Tons,356,N/A,"1,087,537",37,7,"6,107",Tons,378,
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excl. petroleum coke . . ., , , , , , , ,, , , , , , ,N/A,"15,782",144,1,19, ,"1,316",
271410,Bituminous or oil-shale and tar sands, , , , , , , ,, , , , , , ,N/A,"3,139",-17,12, , , ,
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks", , , , , , , ,, , , , , , ,N/A,"51,811",-8,12,"1,806", ,475,
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural . . .", , , ,0, , , ,,61,41,0,99, ,616,N/A,"9,530",-12,0,539, ,"1,766",
280110,Chlorine, , , ,0, , , ,,56,29,0,63, ,889,N/A,6,9,0,617, ,279,1
280120,Iodine, , , ,0, , , ,,1, ,0,0, , ,N/A,"18,148",24,1,25, ,"52,400",
280200,"Sulphur, sublimed or precipitated; colloidal sulphur", , , ,0, , , ,,32, ,0,9, ,"3,556",N/A,"1,450",-73,1,165, ,"1,279",
280300,"Carbon ""carbon blacks and other forms of carbon"", n.e.s.", , , ,0, , , ,,137,29,0,51, ,"2,686",N/A,"50,928",26,1,"39,493", ,"1,832",1
280410,Hydrogen, , , ,0, , , ,,21,-40,0,2, ,"10,500",N/A,"1,759",14,1,0, , ,3
280421,Argon, , , ,0, , , ,,261,23,0,193, ,"1,352",N/A,"2,981",17,1,"1,627", ,374,18
280429,Rare gases (excl. argon), , , ,0, , , ,,704,28,0,19, ,"37,053",N/A,"22,083",-11,1,0, , ,-
280430,Nitrogen, , , ,0, , , ,,10,-37,0,3, ,"3,333",N/A,278,-10,0,0, , ,26
280440,Oxygen, , , ,0, , , ,,63, ,0,23, ,"2,739",N/A,"1,226",60,0,0, , ,33
