,,United Arab Emiratess exports to Egypt,,,Egypt's imports from world,,,,United Arab Emiratess exports to world,,,
Product code,Product label,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,,,8,2,0,,440,471,52
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,,,0,70,0,,19,15,133
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,,,91,89,0,,0,38,22
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,,,13957,19268,14443,,2190,3487,171
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",10,12,,,764,1595,596,,1561,3492,1195
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",0,0,,,197,88,65,,3464,9106,1318
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",15,24,,,4,2,1129,,9032,3794,335
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",3,0,,,3335,2572,1131,,20435,53504,3526
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",4,0,,,9,1,0,,16,8,5
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",0,0,,,8475,11322,10399,,272,1038,163
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",0,0,,,2004,2777,1795,,537,279,77
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,,,354,427,279,,410,605,1
10129,Live horses (excl. pure-bred for breeding),3,2,,,314,395,64,,16035,1595,877
10229,Live cattle (excl. pure-bred for breeding),0,0,,,0,0,294335,,3889,315,5602
10513,"Live domestic ducks, weighing <= 185 g",0,0,,,2590,2821,662,,22,0,
10619,"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",4,4,,,48,53,17,,525,695,258
20130,"Fresh or chilled bovine meat, boneless",0,2,,,3214,4944,3886,,2396,3089,1034
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,,,,,,,320,135,80
20422,"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)",0,0,,,316,360,0,,263,759,32
20443,Frozen boneless cuts of sheep,0,0,,,40,30,860,,457,855,98
20649,"Edible offal of swine, frozen (excl. livers)",0,0,,,,,,,5,0,339
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,,,110,0,0,,108,163,36
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,,,0,0,0,,38,17,
20745,Frozen cuts and edible offal of domestic ducks,0,0,,,,,,,103,90,30
20755,Frozen cuts and edible offal of domestic geese,0,0,,,,,,,3539,1823,3
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,,,0,0,0,,60,1,
20850,"Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles""",0,0,,,,,,,0,0,
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,,,79,150,50,,866,699,127
30211,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...",0,0,,,5,8,79,,0,21,6
30213,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...",0,0,,,0,0,34,,28,4,149
30222,"Fresh or chilled plaice ""Pleuronectes platessa""",0,0,,,0,0,0,,1,0,
30224,"Fresh or chilled turbot ""Psetta maxima""",0,0,,,,,,,3,3,
30247,"Fresh or chilled swordfish ""Xiphias gladius""",0,0,,,,,,,0,0,
30249,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, ...",0,0,,,,,,,13,17,4
30272,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""",0,0,,,0,0,0,,3,0,
30284,"Fresh or chilled sea bass ""Dicentrarchus spp.""",0,0,,,0,0,0,,68,222,15
30486,"Frozen fillets of herring ""Clupea harengus, Clupea pallasii""",0,0,,,,,,,7,6,
30499,Frozen fish meat n.e.s. (excl. fillets),0,140,,,0,51,0,,2000,2819,779
30543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,0,,,233,399,65,,0,0,4
30562,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excl. fillets ...",0,0,,,,,,,1,0,
30631,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...",0,0,,,,,,,0,3,
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,,,,,,,0,0,21
30731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",0,0,,,0,106,132,,4,6,136
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...",0,0,,,,,,,44,125,1
30910,"Flours, meals and pellets of fish, fit for human consumption",0,0,,,0,0,5,,0,0,
40510,Butter (excl. dehydrated butter and ghee),0,11,,,105277,82489,98868,,10175,7819,1727
40811,"Dried egg yolks, whether or not sweetened",0,0,,,0,207,168,,116,29,1
60315,"Fresh cut lilies ""Lilium spp."" and buds, of a kind suitable for bouquets or for ornamental ...",0,0,,,0,0,0,,15,21,
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,3,,,12,119,21,,385,170,1
70320,"Garlic, fresh or chilled",14,42,,,10000,12083,5238,,38228,39774,1843
70940,Fresh or chilled celery (excl. celeriac),0,0,,,19,0,0,,376,241,55
70951,"Fresh or chilled mushrooms of the genus ""Agaricus""",0,1,,,5,0,0,,3659,2023,162
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,96,,,0,1,0,,16399,18966,252
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,,,1260,1362,2292,,678,976,147
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,,,70,3,48,,4249,3163,2049
220410,Sparkling wine of fresh grapes,29,5,,,0,0,1,,11424,11568,1170
220850,Gin and Geneva,2,6,,,,,,,7287,9673,1063
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",3,1,,,794,957,884,,5396,5127,712
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,,,0,0,0,,2150,3132,12
230310,Residues of starch manufacture and similar residues,0,0,,,68714,63726,42730,,2,0,
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,,,,,,,0,15,20
30289,"Fresh or chilled fish, n.e.s.",0,0,,,0,0,0,,8735,9244,57
30313,"Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",0,0,,,839,1862,11956,,1042,687,285
30319,"Frozen salmonidae (excl. trout and Pacific, Atlantic and Danube salmon)",0,0,,,9925,11545,11080,,167,249,790
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,,,123,0,0,,398,906,10
30346,"Frozen Southern bluefin tunas ""Thunnus maccoyii""",0,0,,,,,,,0,0,
30363,"Frozen cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",0,0,,,,,,,315,151,6
30433,"Fresh or chilled fillets of Nile perch ""Lates niloticus""",0,0,,,0,0,0,,375,260,22
30482,"Frozen fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...",0,0,,,0,0,14,,0,8,17
151211,Crude sunflower-seed or safflower oil,2,5,,,77045,129898,155565,,1407,3461,412
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",73,0,,,1857,146,87,,3690,7122,193
151630,"Microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,,,,,,,0,0,
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,,,0,0,0,,3866,5780,461
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excl. hams, shoulders and cuts ...",0,0,,,83,0,0,,66,135,106
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,,,,,,,19,11,8
160412,"Prepared or preserved herrings, whole or in pieces (excl. minced)",0,0,,,0,99,170,,11,5,8
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excl. minced)",0,172,,,152931,184353,230835,,27302,49673,162
160431,Caviar,0,6,,,204,372,40,,582,1415,886
160561,"Sea cucumbers, prepared or preserved (excl. smoked)",0,0,,,,,,,0,3,
170112,Raw beet sugar (excl. added flavouring or colouring),0,0,,,0,0,0,,128,109,224
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excl. cane and beet sugar containing ...",57,269,,,24909,33109,25929,,576990,697151,112604
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",207,263,,,9502,12947,12139,,62339,74227,5743
180400,"Cocoa butter, fat and oil",0,0,,,17839,15381,14588,,535,941,263
180610,"Cocoa powder, sweetened",24,30,,,286,2823,12781,,5521,5052,209
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",1189,1230,,,12899,16759,19784,,97899,133646,6899
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. whole or in ...",0,18,,,6370,3342,11490,,69336,60244,4490
200310,"Mushrooms of the genus ""Agaricus"", prepared or preserved otherwise than by vinegar or acetic ...",2,18,,,3624,3596,2850,,542,706,173
71350,"Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina ...",0,0,,,242394,227855,286453,,2249,4617,132
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, ...",1,12,,,5,0,0,,40957,54924,5590
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...",0,0,,,0,0,16,,495,570,2
80299,"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew ...",0,0,,,0,0,449,,0,0,268
80522,Fresh or dried clementines incl. monreales,0,0,,,0,0,0,,587,230,1
80840,Fresh quinces,0,0,,,0,0,78,,100,299,
81010,Fresh strawberries,0,1,,,0,0,0,,909,266,81
81050,Fresh kiwifruit,33,101,,,20273,23883,28440,,11810,19105,5361
90520,"Vanilla, crushed or ground",37,0,,,6,36,10,,130,87,47
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",81,1422,,,4534,3344,5076,,18092,27360,1212
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",1,0,,,103,301,82,,374,558,15
91011,"Ginger, neither crushed nor ground",506,151,,,5799,8181,4002,,41092,35888,1327
91030,"Turmeric ""curcuma""",18,7,,,4271,3209,4249,,2541,3921,286
100821,Millet seed for sowing (excl. grain sorghum),0,0,,,0,0,0,,233,4,
100890,"Cereals (excl. wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",3,3,,,0,1,4,,1460,1231,55
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excl. rolled, flaked, ...",0,0,,,0,2,3,,302,585,127
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,,,20,1,36,,1,138,5
120300,Copra,0,0,,,0,0,0,,87,976,
120400,"Linseed, whether or not broken",0,0,,,5878,7591,7864,,178,231,243
120740,"Sesamum seeds, whether or not broken",2,0,,,88238,28422,74294,,52596,13577,948
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,,,,,,,5,2,1128
130214,Saps and extracts of ephedra,0,0,,,,,,,0,0,
130231,"Agar-agar, whether or not modified",0,0,,,1367,794,1125,,1182,2426,12
140110,Bamboos,0,0,,,1171,944,1875,,14,13,1
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,,,0,0,0,,73,94,
150890,"Groundnut oil and its fractions, whether or not refined (excl. chemically modified and crude)",0,0,,,38,1,10,,20,193,14
150920,"Extra virgin olive oil ""EU cat. 1"" obtained from the fruit of the olive tree solely by mechanical ...",0,0,,,0,0,1371,,0,0,163
240491,"Nicotine containing products intended for the intake of nicotine into the human body, for oral ...",0,0,,,,,,,0,0,238
250410,Natural graphite in powder or in flakes,0,63,,,56,122,86,,854,840,579
250860,Mullite,0,0,,,0,1,0,,9,10,
251110,"Natural barium sulphate ""barytes""",2,0,,,7707,1983,5965,,458,1143,220
251120,"Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)",0,0,,,40,19,14,,0,0,
251511,"Marble and travertine, crude or roughly trimmed",0,1,,,29902,66741,73038,,485,2061,1203
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,14,,,1826,4370,2216,,143,259,3989
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",77,0,,,1032,837,786,,235796,315656,78526
251730,Tarred macadam,0,0,,,,,,,0,0,
251910,"Natural magnesium carbonate ""magnesite""",0,0,,,322,264,284,,332,504,1707
260400,Nickel ores and concentrates,0,0,,,24,0,0,,10,18,
261610,Silver ores and concentrates,0,0,,,0,0,0,,21,1,
261790,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, ...",0,0,,,89,0,0,,20,44,60
261800,"Granulated slag ""slag sand"" from the manufacture of iron or steel",0,0,,,2965,10061,15703,,1271,3171,336
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,,,0,0,0,,5,3,19
270720,"Toluol ""toluene"" containing > 50% of toluene (excl. chemically defined)",0,0,,,25,995,4,,9,19,3
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250°C by ...",1821,2087,,,2328,1182,2489,,49447,35961,34219
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...",0,0,,,,,,,0,0,93
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",3969,5690,,,0,0,7140,,70638,83803,4962
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",899,12,,,9078,14057,23261,,3707,1065,1159
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excl. ...",16,61,,,3962,335,604,,193,1626,7
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,,,0,0,180,,207,23,41
300620,Reagents for determining blood groups or blood factors,0,0,,,767,1249,0,,16,80,9
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,14,,,4862,3795,8503,,13,1316,17
300640,Dental cements and other dental fillings; bone reconstruction cements,236,1114,,,6910,11321,12761,,4583,5048,47
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter ...,0,0,,,0,25,0,,98,3,33651
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,,,155,179,170,,28,10,11
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)",0,30,,,489,495,872,,1886,2174,235
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...",6,61,,,345,231,72,,65404,63663,3707
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,,,16,121,232,,37,35,6
