Product Code,Product Label,"UAE export to russia Value in 2022, USD thousands","nnual growth in value between 2018-2022, %, p.a","Russia Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported Uae to russia in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"russia import from world Value in 2022, USD thousand ","Annual growth in value between russia import from world 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported russia to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"uae to world export Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported Uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
283919,"Silicates of sodium, incl. commercial silicates (excl. sodium metasilicates)", , , ,5, , , ,2,"2,011",10,0,"2,979",Tons,675,"3,182",127,1,"1,064",Tons,667,-
283990,"Silicates, incl. commercial alkali metal silicates (excl. sodium silicates)", , , ,5, , , ,4,"7,541",23,2,"2,013",Tons,"3,746","7,989",22,3,"1,030",Tons,"2,193",33
284011,"Anhydrous disodium tetraborate ""refined borax""", , , ,5, , , ,2,"1,347",24,2,"1,074",Tons,"1,254",1, ,0,0,Tons, ,
284019,"Disodium tetraborate ""refined borax"" (excl. anhydrous)", , , ,5, , , ,4,232,2,0,223,Tons,"1,040",60,44,0,131,Tons,"1,466",2
284020,"Borates (excl. disodium tetraborate ""refined borax"")", , , ,5, , , ,4,"5,871",15,3,"2,125",Tons,"2,763",9,-6,0,477,Tons,"1,629",
284030,"Peroxoborates ""perborates""", , , ,5, , , ,2,5,13,0,2, ,"2,500", , , ,25, ,"1,440",
284130,Sodium dichromate, , , ,5, , , ,2,106,-13,0,84,Tons,"1,262",188,-5,0,82,Tons,"2,146",-
284150,Chromates and dichromates; peroxochromates (excl. sodium dichromate and inorganic or organic . . ., , , ,5, , , ,2,283,-21,1,55,Tons,"5,145",114,409,0,0,Tons, ,
284161,Potassium permanganate, , , ,5, , , ,11,751,5,1,248,Tons,"3,028", , , ,9,Tons,"2,778",
284169,"Manganites, manganates and permanganates (excl. potassium permanganate)", , , ,5, , , ,2,52,-4,0,6,Tons,"8,667", , , ,4,Tons,"4,000",
284170,Molybdates, , , ,5, , , ,2,"2,711",33,1,104,Tons,"26,067",88,54,0,61,Tons,"19,869",
284180,"Tungstates ""wolframates""", , , , , , , ,,"3,007",297,1,97,Tons,"31,000", , , , ,Tons, ,
284190,"Salts of oxometallic or peroxometallic acids (excl. chromates, dichromates, peroxochromates, . . .", , , ,5, , , ,4,"4,456",26,0,207,No quantity,"21,527", , , ,27,No quantity,"26,556",
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether . . .", , , ,3, , , ,4,"3,288",-8,0,"3,402",Tons,966,782,85,0,"1,740",Tons,"2,380",
284290,"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double . . .", , , ,5, , , ,10,"1,333",4,0,515,No quantity,"2,588",27,74,0,159,No quantity,"5,792",
284310,Colloidal precious metals, , , ,5, , , ,6,108,-36,0,0,Tons, , , , ,0,Tons, ,
284321,Silver nitrate, , , ,5, , , ,3,45,-36,0,0,Tons, ,4, ,0,0,Tons, ,
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excl. of mercury . . .", , , ,5, , , ,5,26,-37,0,0,Tons, , , , ,0,Tons, ,
284330,"Gold compounds, inorganic or organic, whether or not chemically defined", , , ,5, , , ,3,176,-12,0,0,No quantity, ,"5,116",-8,0,0,No quantity, ,7
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excl. . . .", , , ,5, , , ,6,"12,514",30,0,3,Tons,"4,171,333",54,120,0,1,Tons,"6,789,000",
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and . . .", , , , , , , ,,"946,649",15,17,"8,596",Tons,"110,127", , , , ,Tons, ,
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, . . .", , , ,5, , , ,45,"12,556",-26,0,93,Tons,"135,011",788, ,0, ,Tons, ,
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, . . .", , , ,3, , , ,72,106,9,0,27,No quantity,"3,926", , , ,9,No quantity,"51,444",
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic . . .", , , ,5, , , ,36,"11,130",8,1,0,No quantity, ,123,-43,0,0,No quantity, ,5
284510,"Heavy water ""deuterium oxide"" [Euratom]", , , ,5, , , ,4,1,11,0,0,Tons, ,17, ,0,0,Tons, ,
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically . . .", , , ,5, , , ,8,"12,108",26,1,1,No quantity,"12,108,000",6, ,0,0,No quantity, ,
284610,Cerium compounds, , , ,5, , , ,3,883,35,0,198,Tons,"4,460", , , ,7,Tons,"2,857",
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures . . .", , , ,5, , , ,4,"26,312",45,1,"1,207",Tons,"21,800", , , ,15,Tons,"37,133",-
284700,"Hydrogen peroxide, whether or not solidified with urea", , , ,5, , , ,2,"65,531",59,5,0,Tons, ,85,-26,0,0,Tons, ,10
284910,"Carbides of calcium, whether or not chemically defined", , , ,6, , , ,3,"18,206",6,5,"19,179",Tons,949,34,-20,0,"2,717",Tons,"1,124",4
284920,"Carbides of silicon, whether or not chemically defined", , , ,5, , , ,3,"3,379",-8,0,"1,666",Tons,"2,028",206,167,0,"2,924",Tons,"1,306",1
284990,"Carbides, whether or not chemically defined (excl. of calcium or silicon, and inorganic or . . .", , , ,5, , , ,12,"3,492",8,0,195,Tons,"17,908",2,11,0,29,Tons,"40,552",
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excl. . . .", , , ,3, , , ,9,"1,435",-3,0,70,Tons,"20,500",23,32,0,6,Tons,"26,667",
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excl. amalgams)", , , ,5, , , ,12,23,-14,0,0,Tons, ,217,1,3,0,Tons, ,
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excl. amalgams)", , , ,3, , , ,20,18, ,0,0,Tons, ,27,211,0,10,Tons,"112,600",
285310,"Cyanogen chloride ""chlorcyan""", , , ,5, , , ,12,6,19,0,11,Tons,545,89,276,6,6,Tons,"28,500",
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, . . .", , , ,5, , , ,12,"1,320",-22,0,243,Tons,"5,432","1,511",63,0,329,Tons,"2,140",
290110,Saturated acyclic hydrocarbons, , , ,3, , , ,3,"22,135",11,0,"66,671",Tons,332,"1,554",18,0,"4,240",Tons,"1,533",1
290121,Ethylene, , , ,3, , , ,1,29,-47,0,10,Tons,"2,900","313,204",1,4,"6,830",Tons,"1,006",-
290122,"Propene ""propylene""", , , ,3, , , ,1,328,23,0,64,Tons,"5,125","97,082",25,1,253,Tons,"4,245",-
290123,"Butene ""butylene"" and isomers thereof", , , ,3, , , ,1,"5,923",41,1,"3,143", ,"1,885",6,-34,0, , , ,
290124,"Buta-1,3-diene and isoprene", , , , , , , ,, , , , , , ,"5,091",-64,0,545, ,989,
290129,"Hydrocarbons, acyclic, unsaturated (excl. ethylene, propene ""propylene"", butene ""butylene"" . . .", , , ,3, , , ,1,"63,050",45,2,"21,668",Tons,"2,910","2,748",-6,0,"20,520",Tons,"2,124",28
290211,Cyclohexane, , , ,3, , , ,1,247,62,0,156,Tons,"1,583",10,0,0,"1,056",Tons,955,
290219,"Cyclanes, cyclenes and cycloterpenes (excl. cyclohexane)", , , ,3, , , ,1,"4,720",12,0,"1,364",No quantity,"3,460",13,113,0,"1,521",No quantity,"2,801",1
290220,Benzene, , , ,3, , , ,2,"8,956",-1,0,0,Tons, , , , ,1,Tons,"1,000",11
290230,Toluene, , , ,3, , , ,3,5,-42,0,3,Tons,"1,667","54,602",4,2,0,Tons, ,2
290241,o-Xylene, , , ,3, , , ,1,7,12,0,2,Tons,"3,500",40,-77,0,4,Tons,"1,250",-
290242,m-Xylene, , , ,3, , , ,1,15,84,0,21, ,714,926,22,1,0, , ,
290243,p-Xylene, , , ,3, , , ,1, , , , ,Tons, ,"2,071",-8,0, ,Tons, ,-
290244,Mixed xylene isomers, , , ,3, , , ,1,23,-8,0,5,Tons,"4,600","1,357",12,0,32,Tons,"3,938",2
290250,Styrene, , , ,3, , , ,1,7,-14,0,2,Tons,"3,500","1,465",-37,0,"51,886",Tons,"1,218",1
290270,Cumene, , , ,3, , , ,1, , , , ,Tons, ,"3,326", ,0, ,Tons, ,
290290,"Cyclic hydrocarbons (excl. cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene . . .", , , ,0, , , ,3,"4,842",-2,0,"1,386",Tons,"3,494","6,502",11,1,"1,315",Tons,"4,722",9
290311,"Chloromethane ""methyl chloride"" and chloroethane ""ethyl chloride""", , , ,5, , , ,1,155,-51,0,74, ,"2,095",73,62,0,49, ,"3,347",
290312,"Dichloromethane ""methylene chloride""", , , ,5, , , ,1,"2,418",33,1,"2,016",Tons,"1,199","1,695",87,0,"13,310",Tons,738,4
290313,"Chloroform ""trichloromethane""", , , ,5, , , ,2,37,-6,0,2,Tons,"18,500",19, ,0,"3,855",Tons,612,
290315,"Ethylene dichloride ""ISO"" ""1,2 dichloroethane""", , , ,6, , , ,2,1,-23,0,3,Tons,333,"3,713", ,0,50,Tons,600,
290319,"Saturated chlorinated derivatives of acyclic hydrocarbons (excl. chloromethane [methyl chloride], . . .", , , ,5, , , ,6,842,22,1,343,Tons,"2,455",69, ,0,168,Tons,"1,673",
290321,"Vinyl chloride ""chloroethylene""", , , ,5, , , ,1,3,-35,0,0, , , , , ,2, ,"2,000",
290322,Trichloroethylene, , , ,5, , , ,1,"6,677",24,7,"3,814",Tons,"1,751", , , ,501,Tons,"2,405",
290323,"Tetrachloroethylene ""perchloroethylene""", , , ,5, , , ,1,"11,344",19,5,"5,989",Tons,"1,894",5,-21,0,"5,205",Tons,"2,069",9
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excl. vinyl chloride ""chloroethylene"", . . .", , , ,5, , , ,2,"1,368",3,0,530,Tons,"2,581",118, ,0,19,Tons,"8,211",
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene . . .", , , ,5, , , ,44,"28,991",-3,1,"6,323",Tons,"4,585","2,796",52,0,"20,135",Tons,"4,188",
290371,Chlorodifluoromethane, , , ,5, , , ,9, , , , ,Tons, ,137,-10,0,"12,382",Tons,"3,029",
290373,Dichlorofluoroethanes, , , ,5, , , ,9,118, ,1,40, ,"2,950", , , ,"1,111", ,"2,758",
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes", , , ,5, , , ,9,118,-19,0,5, ,"23,600",220,-25,1,0, , ,
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, . . .", , , ,5, , , ,18,"24,718",33,24,"2,185",Tons,"11,313",29,-54,0,55,Tons,"5,255",
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excl. . . ., , , ,5, , , ,35,596,-39,0,1,Tons,"596,000",30,11,0,199,Tons,"6,794",
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)", , , , , , , ,,3,-28,0,0, , , , , , , , ,
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)", , , , , , , ,,2,-18,2,0,Tons, , , , , ,Tons, ,
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excl. 1,2,3,4,5,6-Hexachlorocyclohexane . . .", , , ,5, , , ,6,43,-64,0,1,Tons,"43,000",5, ,0,0,Tons, ,
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene", , , ,5, , , ,1,18,-46,0,0, , ,60,111,0,535, ,"1,643",
290399,"Halogenated derivatives of aromatic hydrocarbons (excl. chlorobenzene, o-dichlorobenzene, p-dichlorobenzene, . . .", , , ,5, , , ,10,"5,104",5,0,825,Tons,"6,187",1,-54,0,"1,774",Tons,"2,457",
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters", , , ,5, , , ,10,"4,697",10,1,"2,246",No quantity,"2,091","13,973",-8,2,785,No quantity,"1,915",36
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups, , , ,5, , , ,14,722,20,0,370,Tons,"1,951",131, ,0,78,Tons,"10,538",
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated . . .", , , ,5, , , ,22,787,33,0,275,Tons,"2,862",221,323,0,842,Tons,"2,156",
290511,"Methanol ""methyl alcohol""", , , ,3, , , ,12,50,-53,0,18,Tons,"2,778","598,712",54,5,0,Tons, ,4
290512,"Propan-1-ol ""propyl alcohol"" and propan-2-ol ""isopropyl alcohol""", , , ,5, , , ,10,"11,351",-4,1,"7,962",Tons,"1,426",763,-25,0,"24,589",Tons,979,134
290513,"Butan-1-ol ""n-butyl alcohol""", , , ,5, , , ,10,72,-26,0,57,Tons,"1,263",761,1,0,"3,562",Tons,771,1
290514,"Butanols (excl. butan-1-ol ""n-butyl alcohol"")", , , ,5, , , ,20,304,-23,0,34,No quantity,"8,941",501,-10,0,125,No quantity,"1,856",1
290516,"Octanol ""octyl alcohol"" and isomers thereof", , , ,5, , , ,20,"1,721",45,0,828,Tons,"2,079", , , ,0,Tons, ,18
290517,"Dodecan-1-ol ""lauryl alcohol"", hexadecan-1-ol ""cetyl alcohol"" and octadecan-1-ol ""stearyl alcohol""", , , ,3, , , ,10,"1,185",0,0,306, ,"3,873",19,90,0,"2,038", ,"2,763",
290519,"Saturated monohydric acyclic alcohols (excl. methanol ""methyl alcohol"", propan-1-ol ""propyl . . .", , , ,5, , , ,10,"5,301",31,0,"1,767",Tons,"3,000",279,-13,0,0,Tons, ,29
290522,Acyclic terpene alcohols, , , ,5, , , ,10,583,12,0,32,Tons,"18,219",3,-58,0,116,Tons,"9,724",
290529,Unsaturated monohydric acyclic alcohols (excl. acyclic terpene alcohols), , , ,5, , , ,20,"6,255",51,1,"1,307",Tons,"4,786", , , ,69,Tons,"9,435",
290531,"Ethylene glycol ""ethanediol""", , , ,6, , , ,10,"5,507",45,0,"4,938",Tons,"1,115","21,610",-58,0,183,Tons,"1,290",-
290532,"Propylene glycol ""propane-1,2-diol""", , , ,0, , , ,10,"54,547",15,2,"28,976",Tons,"1,882","4,951",80,0,"18,140",Tons,"2,078",207
290539,"Diols (excl. ethylene glycol ""ethanediol"" and propylene glycol ""propane-1,2-diol"")", , , ,5, , , ,44,"10,652",24,0,"2,895",Tons,"3,679","3,685",15,0,0,Tons, ,5
290541,"2-Ethyl-2-""hydroxymethyl"" propane-1,3-diol ""trimethylolpropane""", , , ,5, , , ,10,"1,241",110,0,515, ,"2,410",371,78,0,368, ,"1,845",
290542,Pentaerythritol, , , ,5, , , ,10,553,42,0,85,Tons,"6,506",229,19,0,"3,828",Tons,"1,901",
290543,Mannitol, , , ,5, , , ,36,"5,344",47,2,"1,022", ,"5,229",67, ,0,141, ,"4,241",
290544,"D-glucitol ""sorbitol""", , , ,5, , , ,144,"24,500",37,4,"19,219",Tons,"1,275",386,36,0,"13,899",Tons,670,57
290545,Glycerol, , , ,5, , , ,44,"21,127",-8,1,0,Tons, ,"3,479",-14,0,0,Tons, ,61
290549,"Tri- and other polyhydric acyclic alcohols (excl. 2-ethyl-2-""hydroxymethyl"" propane-1,3-diol . . .", , , ,5, , , ,36,"13,502",-1,2,"4,504",Tons,"2,998",241,98,0,71,Tons,"5,563",
290551,"Ethchlorvynol ""INN""", , , , , , , ,, , , , , , ,30, ,6,0, , ,
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excl. ethchlorvynol . . .", , , ,5, , , ,24,"1,936",29,1,298,Tons,"6,497",140, ,0,118,Tons,"7,288",
290611,Menthol, , , ,5, , , ,10,"4,851",2,1,274,Tons,"17,704",3,-18,0,87,Tons,"18,264",2
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols", , , ,5, , , ,10, , , , ,Tons, ,73,84,0,43,Tons,"3,140",
290613,Sterols and inositols, , , ,5, , , ,20,"1,401",-12,0,54, ,"25,944", , , ,49, ,"22,265",
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or . . .", , , ,5, , , ,10,674,-9,0,12,Tons,"56,167",45,-48,0,294,Tons,"17,401",2
290621,Benzyl alcohol, , , ,5, , , ,10,"4,180",21,2,"1,493",Tons,"2,800", , , ,"1,420",Tons,"2,459",
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives . . .", , , ,5, , , ,11,946,35,0,47,Tons,"20,128",15,25,0,42,Tons,"6,571",
290711,"Phenol ""hydroxybenzene"" and its salts", , , ,5, , , ,13,11,-83,0,1,No quantity,"11,000", , , ,"6,125",No quantity,"1,545",-
290712,Cresols and their salts, , , ,5, , , ,11,"1,559",-5,0,250, ,"6,236", , , ,0, , ,
290713,"Octylphenol, nonylphenol and their isomers; salts thereof", , , ,5, , , ,12,720,-24,0,275,Tons,"2,618",3,-54,0,"2,752",Tons,"2,339",6
290715,Naphthols and their salts, , , ,5, , , ,22,638,-5,1,209, ,"3,053",40, ,0,51, ,"2,059",
290719,"Monophenols (excl. phenol ""hydroxybenzene"" and its salts, cresols and their salts, octylphenol, . . .", , , ,5, , , ,76,"1,464",4,0,295,Tons,"4,963",3,-53,0,332,Tons,"5,262",-
290721,Resorcinol and its salts, , , ,4, , , ,11,"5,906",-7,2,575,Tons,"10,271", , , ,71,Tons,"6,901",
290722,"Hydroquinone ""quinol"" and its salts", , , ,5, , , ,11,"6,066",105,2,553, ,"10,969", , , ,66, ,"13,545",1
290723,"4,4'-Isopropylidenediphenol ""bisphenol A, diphenylolpropane"" and its salts", , , ,5, , , ,11,"1,311",21,0,541,Tons,"2,423", , , ,"9,174",Tons,"1,775",
290729,"Polyphenols and phenol-alcohols (excl. resorcinol and hydroquinone ""quinol"" and their salts, . . .", , , ,5, , , ,37,"2,943",22,0,364,Tons,"8,085", , , ,923,Tons,"9,549",
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols . . .", , , ,5, , , ,12,"1,165",22,0,93,No quantity,"12,527",111,9,0,815,No quantity,"8,928",
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols . . .", , , ,5, , , ,24,336,-7,0,94,No quantity,"3,574",8, ,0,82,No quantity,"10,341",
290911,Diethyl ether, , , ,5, , , ,11,6,-32,0,0,Tons, , , , ,0,Tons, ,
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. . . .", , , ,5, , , ,20,"16,680",10,0,"11,328",No quantity,"1,472","47,716",-6,0,"53,980",No quantity,904,221
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or . . .", , , ,5, , , ,10,32,21,0,3,No quantity,"10,667", , , ,12,No quantity,"23,333",
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives", , , ,4, , , ,190,"21,061",46,2,"1,836",Tons,"11,471",27,-61,0,790,Tons,"14,614",5
290941,"2,2'-Oxydiethanol ""diethylene glycol, digol""", , , ,5, , , ,10,671,34,0,401,Tons,"1,673","5,818",-47,1,"3,293",Tons,"1,074",11
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol, , , ,3, , , ,10,"14,734",56,1,"6,599",Tons,"2,233","3,864",16,0,"5,384",Tons,"1,663",114
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excl. monobutyl ethers), , , ,5, , , ,10,"1,055",19,0,274,Tons,"3,850",105,-25,0,"3,314",Tons,"1,389",8
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. . . .", , , ,3, , , ,20,"24,199",9,1,0,Tons, ,"14,329",14,1,"12,177",Tons,"2,105",116
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated . . .", , , ,5, , , ,10,"4,318",22,1,313,Tons,"13,796",96,174,0,173,Tons,"4,202",
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their . . .", , , ,5, , , ,10,"20,295",12,3,"3,655",Tons,"5,553",39, ,0,"2,075",Tons,"4,019",51
291010,"Oxirane ""ethylene oxide""", , , ,5, , , ,2,166,-14,0,20,No quantity,"8,300", , , ,30,No quantity,"7,533",
291020,"Methyloxirane ""propylene oxide""", , , , , , , ,,660,-27,0,302, ,"2,185", , , , , , ,
291030,"1-Chloro-2,3-epoxypropane ""epichlorohydrin""", , , ,6, , , ,1,"2,706",3,0,"1,149", ,"2,355", , , ,"3,167", ,"2,332",1
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their . . .", , , ,5, , , ,3,"3,047",14,0,568,Tons,"5,364",41,10,0,994,Tons,"4,108",
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, . . .", , , ,5, , , ,0,"3,023",75,2,578,Tons,"5,230",1,-55,0,441,Tons,"4,213",
291211,"Methanal ""formaldehyde""", , , ,5, , , ,10,13,-22,0,0,Tons, ,"2,955","1,085",2,170,Tons,665,
291212,"Ethanal ""acetaldehyde""", , , ,5, , , ,10,146,-41,0,108, ,"1,352", , , ,1, ,"1,000",
291219,"Acyclic aldehydes, without other oxygen function (excl. methanal [formaldehyde] and ethanal . . .", , , ,5, , , ,20,"4,048",1,0,"2,204",Tons,"1,837",258,36,0,"5,793",Tons,"1,888",15
291221,Benzaldehyde, , , ,5, , , ,11,77,94,0,26, ,"2,962", , , ,15, ,"8,667",
291229,"Cyclic aldehydes, without other oxygen function (excl. benzaldehyde)", , , ,5, , , ,10,747,37,0,79,Tons,"9,456",1,-50,0,173,Tons,"5,353",
291241,"Vanillin ""4-hydroxy-3-methoxybenzaldehyde""", , , ,5, , , ,36,"9,001",45,2,390,Tons,"23,079",19,1,0,181,Tons,"25,552",4
291242,"Ethylvanillin ""3-ethoxy-4-hydroxybenzaldehyde""", , , ,5, , , ,36,"3,062",54,2,141,Tons,"21,716",2,5,0,33,Tons,"22,212",
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function . . .", , , ,5, , , ,11,226,-1,0,48,Tons,"4,708",14, ,0,41,Tons,"5,293",
291250,Cyclic polymers of aldehydes, , , ,3, , , ,10,223,-5,0,46,Tons,"4,848",4, ,0, ,Tons, ,
291260,Paraformaldehyde, , , ,5, , , ,10,97,42,0,102,Tons,951,"1,611",6,1,100,Tons,930,
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes . . .", , , ,5, , , ,9,111,1,0,0,No quantity, ,588, ,1,1,No quantity,"5,000",
291411,Acetone, , , ,5, , , ,11,201,25,0,14,Tons,"14,357",604,127,0,"8,635",Tons,768,-
291412,"Butanone ""methyl ethyl ketone""", , , ,5, , , ,11,"6,986",9,1,"4,129",Tons,"1,692","1,089",108,0,"1,229",Tons,"2,081",3
291413,"4-Methylpentan-2-one ""methyl isobutyl ketone""", , , ,5, , , ,10,298,17,0,118, ,"2,525",62,-14,0,"1,002", ,"1,727",1
291419,"Acyclic ketones, without other oxygen function (excl. acetone, butanone ""methyl ethyl ketone"" . . .", , , ,3, , , ,20,"3,228",10,1,289,No quantity,"11,170",161,50,0,231,No quantity,"8,307",1
291422,Cyclohexanone and methylcyclohexanones, , , ,5, , , ,10,"1,090",23,0,526,Tons,"2,072",15,-25,0,"2,087",Tons,"1,767",1
291423,Ionones and methylionones, , , ,5, , , ,10,90,-2,0,6, ,"15,000", , , ,14, ,"18,571",
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excl. cyclohexanone, . . .", , , ,0, , , ,10,"4,147",9,0,"1,388",No quantity,"2,988",17,-43,0,0,No quantity, ,1
291431,"Phenylacetone ""phenylpropan-2-one""", , , , , , , ,,1, ,0,0, , , , , , , , ,
291439,"Ketones, aromatic, without other oxygen function (excl. phenylacetone [phenylpropan-2-one])", , , ,5, , , ,10,"1,562",11,0,188,Tons,"8,309",13,-63,0,147,Tons,"6,837",
291440,Ketone-alcohols and ketone-aldehydes, , , ,5, , , ,20,"1,500",10,0,321,Tons,"4,673",10, ,0,640,Tons,"1,873",
291450,Ketone-phenols and ketones with other oxygen function, , , ,5, , , ,11,"2,908",6,1,161,Tons,"18,062",38, ,0,67,Tons,"16,254",
291461,Anthraquinone, , , , , , , ,,277,49,1,42, ,"6,595", , , , , , ,
291462,"Coenzyme Q10 ""ubidecarenone ""INN""""", , , ,5, , , ,20,"1,848",34,1,6,Tons,"308,000", , , ,0,Tons, ,
291469,"Quinones (excl. anthraquinone and coenzyme Q10 ""ubidecarenone ""INN"""")", , , ,5, , , ,20,294,-12,0,2,Tons,"147,000", , , ,6,Tons,"24,833",
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. . . .", , , ,5, , , ,13,"9,880",31,1,618,Tons,"15,987",485,70,0,220,Tons,"18,491",
